CaseID,Gender,Age,Education,Race/ Ethnicity,Region,Registered to Vote,Religion,Volunteered in the Past Year,Attended a Political Rally in the Past Year,Contacted an Elected Official in the Past Year,Political Donation in the Past Year,Househol Income,Political Party,User Frequency
2792,Female,53,High School,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Democrat,Once a week
2794,Female,29,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,25k to <50k,Democrat,Once a day
2799,Female,46,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Other,0,0,0,0,25k to <50k,Other,Several Times a day
2800,Female,35,Bachelor and Beyond,Other/Non-Hispanic,West,No,Hindu,0,0,0,0,75k to <100k,Democrat,Once a month or less
2801,Male,53,Some College,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Republican,A few times a week
2802,Female,41,High School,White/Non-Hispanic,Midwest,Yes,Agnostic,1,0,0,0,75k to <100k,Democrat,Once a day
2803,Male,52,Bachelor and Beyond,Other/Non-Hispanic,West,No,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Other,Once a week
2805,Female,75,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Republican,Once a day
2806,Female,62,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Nothing in particular,0,1,0,1,100k to <150k,Democrat,Several Times a day
2809,Female,60,Bachelor and Beyond,White/Non-Hispanic,South,No,"Christian, Roman Catholic",0,0,0,0,10k to <25k,Other,A few times a month
2810,Female,53,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,Agnostic,1,0,1,1,100k to <150k,Democrat,A few times a week
2813,Female,51,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,1,0,25k to <50k,Republican,A few times a month
2815,Male,71,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Nothing in particular,1,0,1,1,75k to <100k,Other,A few times a week
2816,Male,37,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,A few times a week
2817,Female,74,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Atheist,1,1,1,1,10k to <25k,Other,A few times a week
2818,Female,38,Some College,White/Non-Hispanic,Midwest,Yes,Other,1,0,1,0,75k to <100k,Other,A few times a week
2819,Female,34,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Republican,A few times a week
2820,Male,66,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,1,25k to <50k,Republican,A few times a month
2823,Female,48,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,0,0,75k to <100k,Other,Once a day
2824,Female,60,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Other,A few times a week
2827,Female,47,High School,White/Non-Hispanic,South,Yes,Nothing in particular,1,0,0,0,50k to <75k,Other,Several Times a day
2828,Female,52,Bachelor and Beyond,2+ Races/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,0,0,10k to <25k,Republican,Several Times a day
2829,Female,39,High School,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,10k to <25k,Other,A few times a month
2831,Female,69,Some College,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,1,0,75k to <100k,Other,Several Times a day
2835,Male,60,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Jewish,0,0,0,0,50k to <75k,Democrat,A few times a week
2837,Female,57,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Atheist,1,1,1,1,150k+,Democrat,A few times a month
2840,Male,39,Some College,White/Non-Hispanic,South,No,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Democrat,Several Times a day
2841,Female,43,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Nothing in particular,1,0,0,0,75k to <100k,Democrat,Several Times a day
2845,Female,27,Bachelor and Beyond,2+ Races/Non-Hispanic,West,Yes,Nothing in particular,1,1,1,0,75k to <100k,Other,Once a month or less
2847,Female,61,High School,Black/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Democrat,Once a month or less
2848,Male,65,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Republican,Once a day
2849,Male,51,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Republican,A few times a week
2852,Male,31,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Atheist,1,0,1,0,75k to <100k,Democrat,Once a month or less
2854,Male,27,Some College,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,0,0,10k to <25k,Other,Once a day
2856,Male,47,Some College,White/Non-Hispanic,South,Yes,"Christian, Orthodox",1,0,0,0,100k to <150k,Republican,Once a day
2862,Female,33,High School,White/Non-Hispanic,South,Yes,Nothing in particular,0,0,0,0,25k to <50k,Other,Once a day
2864,Male,42,Some College,2+ Races/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,1,0,75k to <100k,Republican,Several Times a day
2865,Female,30,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,Several Times a day
2867,Male,33,Bachelor and Beyond,White/Non-Hispanic,West,Probably,"Christian, Mormon",1,0,0,0,75k to <100k,Republican,Several Times a day
2868,Female,76,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,1,100k to <150k,Democrat,A few times a week
2869,Male,63,Some College,White/Non-Hispanic,Northeast,Yes,Nothing in particular,0,0,0,0,50k to <75k,Other,A few times a week
2870,Male,64,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,1,1,100k to <150k,Democrat,Several Times a day
2872,Female,21,High School,2+ Races/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,10k to <25k,Republican,Once a day
2874,Male,63,Bachelor and Beyond,Black/Non-Hispanic,Midwest,Yes,Other,1,0,0,0,75k to <100k,Democrat,Several Times a day
2876,Male,62,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,1,0,75k to <100k,Other,Several Times a day
2877,Female,49,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,100k to <150k,Other,Once a day
2880,Male,29,Some College,Hispanic,South,Yes,"Christian, Protestant",,1,1,1,75k to <100k,Democrat,Once a day
2881,Male,45,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Other,Several Times a day
2882,Male,61,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,1,0,1,150k+,Democrat,Several Times a day
2886,Male,37,Bachelor and Beyond,Hispanic,West,Yes,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Other,A few times a month
2887,Male,34,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,Atheist,1,0,1,0,75k to <100k,Democrat,A few times a week
2889,Male,27,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Democrat,Once a week
2890,Male,39,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,0,0,150k+,Other,Several Times a day
2894,Male,50,Less then High School,White/Non-Hispanic,West,Yes,Nothing in particular,0,0,0,0,10k to <25k,Other,A few times a week
2895,Male,28,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,Atheist,1,0,0,0,<10k,Other,A few times a month
2896,Female,54,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Nothing in particular,1,1,0,1,100k to <150k,Democrat,A few times a week
2898,Male,52,Bachelor and Beyond,Black/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,Once a day
2899,Female,53,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,150k+,Democrat,Once a day
2900,Female,62,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Other,Once a month or less
2903,Male,66,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,1,0,1,0,75k to <100k,Democrat,Several Times a day
2905,Male,46,Less then High School,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,25k to <50k,Other,Once a week
2906,Female,60,High School,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,25k to <50k,Other,Several Times a day
2907,Male,51,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,150k+,Republican,Once a day
2910,Female,58,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,1,1,1,150k+,Democrat,Several Times a day
2913,Male,73,High School,White/Non-Hispanic,West,Yes,"Christian, Orthodox",0,0,1,0,10k to <25k,Other,Once a week
2914,Female,41,High School,White/Non-Hispanic,South,,,,,,,50k to <75k,Other,A few times a month
2917,Male,18,Less then High School,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Democrat,Several Times a day
2918,Female,51,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,1,0,75k to <100k,Democrat,Once a week
2921,Female,64,High School,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,1,0,100k to <150k,Republican,Several Times a day
2926,Female,29,High School,Black/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Other,A few times a month
2927,Male,49,Bachelor and Beyond,White/Non-Hispanic,South,Probably,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Republican,A few times a month
2928,Female,56,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,150k+,Democrat,Once a month or less
2930,Male,76,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Nothing in particular,0,0,0,0,100k to <150k,Other,Once a month or less
2931,Male,41,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Atheist,1,0,1,1,100k to <150k,Democrat,A few times a month
2932,Female,55,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Other,1,0,1,0,75k to <100k,Other,Once a month or less
2933,Female,58,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,1,0,25k to <50k,Other,A few times a month
2938,Female,36,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,1,1,1,1,50k to <75k,Democrat,Once a day
2940,Female,72,Some College,White/Non-Hispanic,South,Yes,Jewish,0,0,0,0,75k to <100k,Democrat,Once a month or less
2942,Female,32,Bachelor and Beyond,White/Non-Hispanic,South,No,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Republican,Once a month or less
2943,Female,36,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Other,Once a month or less
2945,Female,32,Bachelor and Beyond,Other/Non-Hispanic,Northeast,Yes,Nothing in particular,0,1,0,1,50k to <75k,Democrat,Several Times a day
2946,Male,70,High School,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Republican,A few times a month
2948,Female,33,Bachelor and Beyond,Other/Non-Hispanic,Midwest,Yes,Hindu,0,0,1,0,75k to <100k,Democrat,A few times a week
2949,Female,47,Some College,White/Non-Hispanic,Midwest,Yes,Other,0,0,0,0,10k to <25k,Republican,A few times a week
2950,Male,42,Some College,2+ Races/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,1,0,50k to <75k,Democrat,Once a day
2951,Male,46,Bachelor and Beyond,Other/Non-Hispanic,South,No,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Republican,A few times a week
2952,Male,66,Some College,White/Non-Hispanic,Midwest,Yes,Agnostic,0,0,0,1,75k to <100k,Democrat,Several Times a day
2953,Female,35,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Atheist,1,0,0,0,10k to <25k,Democrat,Several Times a day
2955,Female,44,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,150k+,Republican,A few times a month
2956,Female,34,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Democrat,Several Times a day
2958,Male,60,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Agnostic,1,1,1,1,100k to <150k,Democrat,A few times a week
2959,Female,68,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,1,50k to <75k,Republican,A few times a week
2960,Male,69,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Other,0,0,1,0,75k to <100k,Republican,Once a day
2964,Male,46,Bachelor and Beyond,2+ Races/Non-Hispanic,Northeast,Yes,Nothing in particular,0,0,0,0,50k to <75k,Democrat,Once a day
2965,Female,71,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,1,1,1,10k to <25k,Other,Once a day
2966,Female,52,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Other,Once a day
2967,Male,43,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,1,1,1,150k+,Democrat,A few times a month
2969,Female,30,Bachelor and Beyond,Other/Non-Hispanic,West,Yes,Atheist,0,0,0,0,50k to <75k,Democrat,A few times a week
2971,Female,44,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Atheist,0,1,1,1,75k to <100k,Democrat,A few times a week
2972,Female,33,Some College,Black/Non-Hispanic,South,Yes,Atheist,1,1,1,0,75k to <100k,Other,A few times a month
2973,Male,40,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Republican,Several Times a day
2976,Male,52,Some College,White/Non-Hispanic,South,Yes,Nothing in particular,0,0,1,0,25k to <50k,Other,Several Times a day
2977,Male,57,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,100k to <150k,Other,Once a day
2979,Male,67,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",0,0,1,1,150k+,Democrat,Once a month or less
2981,Female,72,Some College,Black/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,1,1,25k to <50k,Democrat,Several Times a day
2983,Male,55,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,1,0,100k to <150k,Republican,Once a day
2987,Female,56,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,150k+,Republican,A few times a month
2989,Male,51,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Atheist,1,1,1,1,100k to <150k,Democrat,A few times a week
2991,Female,32,High School,2+ Races/Non-Hispanic,Northeast,Yes,Nothing in particular,0,0,0,1,25k to <50k,Democrat,Once a day
2993,Female,51,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Republican,Once a month or less
2994,Female,53,High School,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,10k to <25k,Other,Several Times a day
2997,Female,62,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,50k to <75k,Other,A few times a week
2999,Female,28,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,1,1,0,75k to <100k,Other,A few times a month
3001,Female,67,Some College,2+ Races/Non-Hispanic,Midwest,Yes,Hindu,1,1,1,1,50k to <75k,Democrat,A few times a week
3005,Male,57,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,0,0,0,0,150k+,Other,Several Times a day
3006,Male,59,Some College,White/Non-Hispanic,Midwest,Yes,Atheist,0,0,0,0,50k to <75k,Other,Several Times a day
3010,Female,61,High School,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Democrat,A few times a week
3012,Female,21,Some College,White/Non-Hispanic,Midwest,Yes,Agnostic,1,0,1,0,75k to <100k,Other,A few times a week
3014,Male,57,Bachelor and Beyond,2+ Races/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Other,A few times a week
3016,Male,60,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,1,1,1,25k to <50k,Other,Once a week
3017,Female,46,Some College,White/Non-Hispanic,West,Yes,Atheist,0,0,0,1,50k to <75k,Democrat,Several Times a day
3018,Male,54,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,1,1,75k to <100k,Republican,Once a week
3019,Male,46,Bachelor and Beyond,White/Non-Hispanic,West,Probably,"Christian, Protestant",0,0,0,0,100k to <150k,Republican,A few times a month
3023,Male,24,High School,White/Non-Hispanic,Northeast,Yes,Nothing in particular,0,0,0,0,50k to <75k,Other,Once a day
3024,Male,67,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Republican,Several Times a day
3025,Male,21,Some College,White/Non-Hispanic,Northeast,No,Atheist,0,0,0,0,75k to <100k,Other,Several Times a day
3026,Female,56,Some College,White/Non-Hispanic,West,Yes,Other,0,0,0,0,25k to <50k,Other,Once a day
3027,Female,49,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Democrat,A few times a week
3028,Female,57,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,10k to <25k,Other,A few times a week
3029,Male,52,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Buddhist,1,0,1,0,50k to <75k,Democrat,Once a week
3032,Male,75,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,1,1,100k to <150k,Republican,Once a day
3035,Male,30,High School,Black/Non-Hispanic,Northeast,Yes,"Christian, Protestant",0,0,0,0,10k to <25k,Democrat,Several Times a day
3036,Female,28,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Other,Once a month or less
3039,Male,43,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Other,Several Times a day
3040,Female,24,Bachelor and Beyond,2+ Races/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,50k to <75k,Democrat,Several Times a day
3041,Female,86,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,1,0,50k to <75k,Republican,Once a day
3042,Male,55,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,150k+,Republican,A few times a week
3043,Male,56,High School,White/Non-Hispanic,Northeast,No,"Christian, Protestant",1,0,0,0,50k to <75k,Democrat,A few times a week
3045,Male,63,Bachelor and Beyond,White/Non-Hispanic,Midwest,No,"Christian, Protestant",0,0,0,0,75k to <100k,Republican,Once a day
3047,Female,48,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,0,0,1,0,50k to <75k,Democrat,A few times a week
3048,Female,30,Some College,White/Non-Hispanic,Midwest,Yes,Agnostic,0,0,0,0,50k to <75k,Democrat,A few times a week
3050,Male,47,Some College,White/Non-Hispanic,Midwest,Yes,Atheist,0,0,0,0,75k to <100k,Other,Once a month or less
3054,Female,35,Some College,White/Non-Hispanic,West,Yes,Other,0,0,0,0,25k to <50k,Other,Several Times a day
3057,Male,71,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Atheist,1,1,1,1,50k to <75k,Democrat,Once a month or less
3058,Male,47,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Republican,Once a day
3060,Female,56,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,0,0,75k to <100k,Democrat,Several Times a day
3062,Female,67,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Republican,A few times a week
3063,Female,43,Some College,White/Non-Hispanic,South,Yes,Nothing in particular,0,0,0,0,25k to <50k,Republican,A few times a week
