CaseID,Col2,Col3
1919,User Frequency,Several Times a day
1920,Gender,Male
1920,Age,35
1920,Education,Bachelor and Beyond
1920,Race/ Ethnicity,White/Non-Hispanic
1920,Region,Midwest
1920,Registered to Vote,Yes
1920,Religion,"Christian, Roman Catholic"
1920,Volunteered in the Past Year,1
1920,Attended a Political Rally in the Past Year,1
1920,Contacted an Elected Official in the Past Year,0
1920,Political Donation in the Past Year,1
1920,Househol Income,100k to <150k
1920,Political Party,Democrat
1920,User Frequency,Several Times a day
1921,Gender,Female
1921,Age,27
1921,Education,Some College
1921,Race/ Ethnicity,Hispanic
1921,Region,West
1921,Registered to Vote,Yes
1921,Religion,Other
1921,Volunteered in the Past Year,0
1921,Attended a Political Rally in the Past Year,1
1921,Contacted an Elected Official in the Past Year,0
1921,Political Donation in the Past Year,0
1921,Househol Income,10k to <25k
1921,Political Party,Democrat
1921,User Frequency,Once a week
1923,Gender,Female
1923,Age,45
1923,Education,High School
1923,Race/ Ethnicity,Black/Non-Hispanic
1923,Region,South
1923,Registered to Vote,No
1923,Religion,Nothing in particular
1923,Volunteered in the Past Year,0
1923,Attended a Political Rally in the Past Year,0
1923,Contacted an Elected Official in the Past Year,0
1923,Political Donation in the Past Year,0
1923,Househol Income,75k to <100k
1923,Political Party,Other
1923,User Frequency,Several Times a day
1925,Gender,Male
1925,Age,35
1925,Education,Bachelor and Beyond
1925,Race/ Ethnicity,White/Non-Hispanic
1925,Region,Midwest
1925,Registered to Vote,Yes
1925,Religion,"Christian, Protestant"
1925,Volunteered in the Past Year,1
1925,Attended a Political Rally in the Past Year,0
1925,Contacted an Elected Official in the Past Year,1
1925,Political Donation in the Past Year,1
1925,Househol Income,100k to <150k
1925,Political Party,Democrat
1925,User Frequency,Several Times a day
1928,Gender,Female
1928,Age,37
1928,Education,Bachelor and Beyond
1928,Race/ Ethnicity,White/Non-Hispanic
1928,Region,South
1928,Registered to Vote,Yes
1928,Religion,"Christian, Mormon"
1928,Volunteered in the Past Year,1
1928,Attended a Political Rally in the Past Year,1
1928,Contacted an Elected Official in the Past Year,1
1928,Political Donation in the Past Year,1
1928,Househol Income,100k to <150k
1928,Political Party,Other
1928,User Frequency,A few times a week
1929,Gender,Male
1929,Age,30
1929,Education,Some College
1929,Race/ Ethnicity,2+ Races/Non-Hispanic
1929,Region,West
1929,Registered to Vote,Probably
1929,Religion,Muslim
1929,Volunteered in the Past Year,0
1929,Attended a Political Rally in the Past Year,0
1929,Contacted an Elected Official in the Past Year,0
1929,Political Donation in the Past Year,0
1929,Househol Income,75k to <100k
1929,Political Party,Republican
1929,User Frequency,Several Times a day
1931,Gender,Female
1931,Age,35
1931,Education,Some College
1931,Race/ Ethnicity,White/Non-Hispanic
1931,Region,Midwest
1931,Registered to Vote,Yes
1931,Religion,Atheist
1931,Attended a Political Rally in the Past Year,0
1931,Contacted an Elected Official in the Past Year,0
1931,Political Donation in the Past Year,0
1931,Househol Income,25k to <50k
1931,Political Party,Democrat
1931,User Frequency,A few times a month
1932,Gender,Male
1932,Age,32
1932,Education,High School
1932,Race/ Ethnicity,White/Non-Hispanic
1932,Region,West
1932,Registered to Vote,Yes
1932,Religion,Agnostic
1932,Volunteered in the Past Year,0
1932,Attended a Political Rally in the Past Year,0
1932,Contacted an Elected Official in the Past Year,0
1932,Political Donation in the Past Year,0
1932,Househol Income,10k to <25k
1932,Political Party,Democrat
1932,User Frequency,Once a day
1934,Gender,Female
1934,Age,58
1934,Education,Bachelor and Beyond
1934,Race/ Ethnicity,White/Non-Hispanic
1934,Region,Midwest
1934,Registered to Vote,Yes
1934,Religion,"Christian, Protestant"
1934,Volunteered in the Past Year,1
1934,Attended a Political Rally in the Past Year,0
1934,Contacted an Elected Official in the Past Year,1
1934,Political Donation in the Past Year,0
1934,Househol Income,75k to <100k
1934,Political Party,Democrat
1934,User Frequency,A few times a month
1935,Gender,Male
1935,Age,67
1935,Education,Bachelor and Beyond
1935,Race/ Ethnicity,White/Non-Hispanic
1935,Region,Midwest
1935,Registered to Vote,Yes
1935,Religion,"Christian, Protestant"
1935,Volunteered in the Past Year,1
1935,Attended a Political Rally in the Past Year,1
1935,Contacted an Elected Official in the Past Year,1
1935,Political Donation in the Past Year,1
1935,Househol Income,150k+
1935,Political Party,Other
1935,User Frequency,A few times a week
1936,Gender,Female
1936,Age,67
1936,Education,Bachelor and Beyond
1936,Race/ Ethnicity,White/Non-Hispanic
1936,Region,Northeast
1936,Registered to Vote,Yes
1936,Religion,Jewish
1936,Volunteered in the Past Year,0
1936,Attended a Political Rally in the Past Year,0
1936,Contacted an Elected Official in the Past Year,0
1936,Political Donation in the Past Year,0
1936,Househol Income,100k to <150k
1936,Political Party,Democrat
1936,User Frequency,Once a month or less
1937,Gender,Female
1937,Age,68
1937,Education,Bachelor and Beyond
1937,Race/ Ethnicity,White/Non-Hispanic
1937,Region,South
1937,Registered to Vote,Yes
1937,Religion,Nothing in particular
1937,Volunteered in the Past Year,1
1937,Attended a Political Rally in the Past Year,0
1937,Contacted an Elected Official in the Past Year,1
1937,Political Donation in the Past Year,1
1937,Househol Income,25k to <50k
1937,Political Party,Republican
1937,User Frequency,A few times a week
1938,Gender,Female
1938,Age,46
1938,Education,Bachelor and Beyond
1938,Race/ Ethnicity,White/Non-Hispanic
1938,Region,West
1938,Registered to Vote,Yes
1938,Religion,Nothing in particular
1938,Volunteered in the Past Year,1
1938,Attended a Political Rally in the Past Year,0
1938,Contacted an Elected Official in the Past Year,1
1938,Political Donation in the Past Year,1
1938,Househol Income,150k+
1938,Political Party,Democrat
1938,User Frequency,Several Times a day
1939,Gender,Male
1939,Age,36
1939,Education,Some College
1939,Race/ Ethnicity,White/Non-Hispanic
1939,Region,West
1939,Registered to Vote,Probably
1939,Religion,Atheist
1939,Volunteered in the Past Year,0
1939,Attended a Political Rally in the Past Year,0
1939,Contacted an Elected Official in the Past Year,1
1939,Political Donation in the Past Year,0
1939,Househol Income,75k to <100k
1939,Political Party,Republican
1939,User Frequency,A few times a week
1940,Gender,Male
1940,Age,28
1940,Education,Some College
1940,Race/ Ethnicity,White/Non-Hispanic
1940,Region,South
1940,Registered to Vote,Probably
1940,Religion,Nothing in particular
1940,Volunteered in the Past Year,0
1940,Attended a Political Rally in the Past Year,0
1940,Contacted an Elected Official in the Past Year,0
1940,Political Donation in the Past Year,0
1940,Househol Income,25k to <50k
1940,Political Party,Democrat
1940,User Frequency,Several Times a day
1941,Gender,Male
1941,Age,31
1941,Education,Bachelor and Beyond
1941,Race/ Ethnicity,2+ Races/Non-Hispanic
1941,Region,West
1941,Registered to Vote,Yes
1941,Religion,Atheist
1941,Volunteered in the Past Year,1
1941,Attended a Political Rally in the Past Year,1
1941,Contacted an Elected Official in the Past Year,1
1941,Political Donation in the Past Year,1
1941,Househol Income,75k to <100k
1941,Political Party,Other
1941,User Frequency,Once a day
1943,Gender,Male
1943,Age,51
1943,Education,Bachelor and Beyond
1943,Race/ Ethnicity,2+ Races/Non-Hispanic
1943,Region,West
1943,Registered to Vote,Yes
1943,Religion,"Christian, Protestant"
1943,Volunteered in the Past Year,1
1943,Attended a Political Rally in the Past Year,1
1943,Contacted an Elected Official in the Past Year,0
1943,Political Donation in the Past Year,0
1943,Househol Income,100k to <150k
1943,Political Party,Democrat
1943,User Frequency,Once a week
1947,Gender,Male
1947,Age,61
1947,Education,Some College
1947,Race/ Ethnicity,Black/Non-Hispanic
1947,Region,South
1947,Registered to Vote,Yes
1947,Religion,"Christian, Protestant"
1947,Volunteered in the Past Year,1
1947,Attended a Political Rally in the Past Year,1
1947,Contacted an Elected Official in the Past Year,1
1947,Political Donation in the Past Year,0
1947,Househol Income,<10k
1947,Political Party,Democrat
1947,User Frequency,A few times a week
1949,Gender,Male
1949,Age,43
1949,Education,High School
1949,Race/ Ethnicity,White/Non-Hispanic
1949,Region,Northeast
1949,Registered to Vote,Yes
1949,Religion,"Christian, Roman Catholic"
1949,Volunteered in the Past Year,0
1949,Attended a Political Rally in the Past Year,0
1949,Contacted an Elected Official in the Past Year,0
1949,Political Donation in the Past Year,0
1949,Househol Income,25k to <50k
1949,Political Party,Other
1949,User Frequency,Several Times a day
1950,Gender,Male
1950,Age,62
1950,Education,Bachelor and Beyond
1950,Race/ Ethnicity,Other/Non-Hispanic
1950,Region,Northeast
1950,Registered to Vote,Yes
1950,Religion,"Christian, Roman Catholic"
1950,Volunteered in the Past Year,0
1950,Attended a Political Rally in the Past Year,0
1950,Contacted an Elected Official in the Past Year,0
1950,Political Donation in the Past Year,0
1950,Househol Income,150k+
1950,Political Party,Other
1950,User Frequency,Once a month or less
1952,Gender,Female
1952,Age,66
1952,Education,Some College
1952,Race/ Ethnicity,Black/Non-Hispanic
1952,Region,Northeast
1952,Registered to Vote,Yes
1952,Religion,"Christian, Protestant"
1952,Volunteered in the Past Year,1
1952,Attended a Political Rally in the Past Year,1
1952,Contacted an Elected Official in the Past Year,0
1952,Political Donation in the Past Year,1
1952,Househol Income,50k to <75k
1952,Political Party,Democrat
1952,User Frequency,A few times a week
1953,Gender,Male
1953,Age,69
1953,Education,Some College
1953,Race/ Ethnicity,Black/Non-Hispanic
1953,Region,South
1953,Registered to Vote,Yes
1953,Religion,Nothing in particular
1953,Volunteered in the Past Year,1
1953,Attended a Political Rally in the Past Year,1
1953,Contacted an Elected Official in the Past Year,0
1953,Political Donation in the Past Year,1
1953,Househol Income,25k to <50k
1953,Political Party,Democrat
1953,User Frequency,Once a day
1956,Gender,Female
1956,Age,87
1956,Education,Some College
1956,Race/ Ethnicity,White/Non-Hispanic
1956,Region,West
1956,Registered to Vote,Yes
1956,Religion,"Christian, Protestant"
1956,Volunteered in the Past Year,1
1956,Attended a Political Rally in the Past Year,0
1956,Contacted an Elected Official in the Past Year,0
1956,Political Donation in the Past Year,0
1956,Househol Income,10k to <25k
1956,Political Party,Other
1956,User Frequency,A few times a week
1959,Gender,Female
1959,Age,68
1959,Education,Bachelor and Beyond
1959,Race/ Ethnicity,White/Non-Hispanic
1959,Region,West
1959,Registered to Vote,Yes
1959,Religion,"Christian, Protestant"
1959,Volunteered in the Past Year,1
1959,Attended a Political Rally in the Past Year,0
1959,Contacted an Elected Official in the Past Year,0
1959,Political Donation in the Past Year,0
1959,Househol Income,150k+
1959,Political Party,Other
1959,User Frequency,Once a week
1960,Gender,Male
1960,Age,66
1960,Education,Bachelor and Beyond
1960,Race/ Ethnicity,White/Non-Hispanic
1960,Region,Midwest
1960,Registered to Vote,Yes
1960,Religion,"Christian, Roman Catholic"
1960,Volunteered in the Past Year,1
1960,Attended a Political Rally in the Past Year,1
1960,Contacted an Elected Official in the Past Year,1
1960,Political Donation in the Past Year,1
1960,Househol Income,25k to <50k
1960,Political Party,Democrat
1960,User Frequency,A few times a month
1962,Gender,Male
1962,Age,62
1962,Education,High School
1962,Race/ Ethnicity,White/Non-Hispanic
1962,Region,South
1962,Registered to Vote,Yes
1962,Religion,Other
1962,Volunteered in the Past Year,0
1962,Attended a Political Rally in the Past Year,0
1962,Contacted an Elected Official in the Past Year,0
1962,Political Donation in the Past Year,0
1962,Househol Income,10k to <25k
1962,Political Party,Other
1962,User Frequency,A few times a week
1964,Gender,Male
1964,Age,71
1964,Education,Bachelor and Beyond
1964,Race/ Ethnicity,White/Non-Hispanic
1964,Region,West
1964,Registered to Vote,Yes
1964,Religion,"Christian, Protestant"
1964,Volunteered in the Past Year,1
1964,Attended a Political Rally in the Past Year,0
1964,Contacted an Elected Official in the Past Year,0
1964,Political Donation in the Past Year,1
1964,Househol Income,75k to <100k
1964,Political Party,Republican
1964,User Frequency,Once a week
1966,Gender,Female
1966,Age,30
1966,Education,Bachelor and Beyond
1966,Race/ Ethnicity,White/Non-Hispanic
1966,Region,South
1966,Registered to Vote,Yes
1966,Religion,"Christian, Protestant"
1966,Volunteered in the Past Year,1
1966,Attended a Political Rally in the Past Year,0
1966,Contacted an Elected Official in the Past Year,0
1966,Political Donation in the Past Year,0
1966,Househol Income,100k to <150k
1966,Political Party,Republican
1966,User Frequency,A few times a month
1967,Gender,Female
1967,Age,63
1967,Education,Bachelor and Beyond
1967,Race/ Ethnicity,White/Non-Hispanic
1967,Region,South
1967,Registered to Vote,Yes
1967,Religion,"Christian, Protestant"
1967,Volunteered in the Past Year,0
1967,Attended a Political Rally in the Past Year,1
1967,Contacted an Elected Official in the Past Year,1
1967,Political Donation in the Past Year,0
1967,Househol Income,50k to <75k
1967,Political Party,Republican
1967,User Frequency,Several Times a day
1968,Gender,Female
1968,Age,32
1968,Education,Some College
1968,Race/ Ethnicity,Black/Non-Hispanic
1968,Region,West
1968,Registered to Vote,Yes
1968,Religion,Other
1968,Volunteered in the Past Year,0
